Index,fault,section,age,dip_direct,slip_rate,slip_sense,scale,class,certainty,strike,cooperator,earthquake,ref_id,fault_url,fault_id,section_id,symbology,Shape_Leng,geometry
157,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,761.07528752,"LINESTRING (-122.805365 38.0538680000001, -122.8058289999999 38.05456800000003, -122.8061070009999 38.054831001, -122.80657 38.05523999999998, -122.807033 38.05567700000009, -122.8076079999999 38.05633400000006, -122.8082569999999 38.05707900000007, -122.808758 38.0576920000001, -122.8092579989999 38.05827600000005)"
158,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,736.256390442,"LINESTRING (-122.801408 38.04949500000003, -122.8016209999999 38.04989000000006, -122.8019549999999 38.05028400000009, -122.802381 38.0508540000001, -122.8027329999999 38.0512550000001, -122.803272 38.05194900000005, -122.803652 38.05248500000003, -122.8040499999999 38.05284600000011, -122.804587 38.05331300100003, -122.805013 38.05359000000011, -122.805189 38.05371400000006)"
159,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,347.461473052,"LINESTRING (-122.8003669989999 38.04621600000011, -122.800872 38.04704600000006, -122.801771 38.04841100000004)"
160,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,4658.37118773,"LINESTRING (-122.77986 38.02089700000009, -122.7806 38.02172200000009, -122.781035999 38.02226300000006, -122.781500001 38.02283300100012, -122.782333 38.02404500000004, -122.7828249999999 38.02476700000005, -122.783269 38.02533000000008, -122.7836489999999 38.02578900000006, -122.784149 38.02633000000007, -122.7846669989999 38.0268840000001, -122.785056999 38.02731500100008, -122.785733001 38.02822100000009, -122.7862249999999 38.02881900000011, -122.786567 38.02922800100004, -122.7869009999999 38.02957000000006, -122.787179 38.02995100100001, -122.787605001 38.03052700000011, -122.788308001 38.0313970000001, -122.7888369999999 38.03206000000019, -122.7891699999999 38.03242500000003, -122.789532 38.03293600000013, -122.7899959999999 38.03355100000004, -122.7905799999999 38.03430900000006, -122.7910429999999 38.03492200000004, -122.7917839989999 38.03579100000015, -122.792461 38.03659300000009, -122.793008001 38.03731700000007, -122.793369 38.0377180000001, -122.793731 38.03814200000005, -122.7946299999999 38.03939700000011, -122.795241 38.04016400000004, -122.795723999 38.04081400000005, -122.7964459999999 38.04174800000003, -122.796908999 38.04234000000003, -122.7971879999999 38.04277000000008, -122.7974289999999 38.04317200000004, -122.7978549999999 38.04377800000007, -122.798458 38.04465400000003, -122.798885 38.04527500000005, -122.799227 38.04574200000004, -122.799497 38.04615100000007, -122.799877 38.04684500000014, -122.800202 38.04747300000012, -122.800526 38.0479030000001, -122.8012770009999 38.04915200000008)"
161,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,892.378398982,"LINESTRING (-122.796368 38.04052900000003, -122.797494 38.04207100000011, -122.797805001 38.04259700000004, -122.7982189999999 38.04312900000012, -122.7990329999999 38.04417300000008, -122.799843 38.04540400000009, -122.800235 38.04605300000006)"
162,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,2022.29976963,"LINESTRING (-122.7827319999999 38.02054500000001, -122.784993001 38.02248100000005, -122.786131 38.02352900000008, -122.787042999 38.02452200000012, -122.7877209999999 38.02527199900007, -122.788191 38.02591400100004, -122.788494 38.02660900000008, -122.7886849999999 38.02794500000004, -122.789092 38.03034600000004, -122.789571 38.03232700000008, -122.7898470009999 38.033195)"
163,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,311.56610646,"LINESTRING (-122.7806379999999 38.01878700000007, -122.7812699999999 38.01931600000005, -122.782514 38.02042300000004)"
164,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,683.128039886,"LINESTRING (-122.776224 38.01513700000009, -122.777361 38.01618100100005, -122.7786249999999 38.01719500000008, -122.779705 38.01804300000005, -122.780422 38.01865999900009)"
165,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,804.766441034,"LINESTRING (-122.776032 38.01659900000003, -122.777991001 38.01894000000009, -122.7799400009999 38.02139000100004)"
166,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1942.7952277,"LINESTRING (-122.7694719999999 38.00957100100008, -122.771285 38.01173400000003, -122.772211 38.01279600000008, -122.772787 38.0133620000001, -122.7734 38.01419400000006, -122.774938 38.01621100000011, -122.7755709999999 38.01699300000007, -122.776026 38.01737100000005, -122.7768549999999 38.01831400000005, -122.777457 38.01901, -122.7790849989999 38.02102800000009)"
167,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,891.166856101,"LINESTRING (-122.764316 38.00444100100011, -122.764822 38.00485400000013, -122.765539 38.00535300000008, -122.766533 38.00609600000008, -122.7668349999999 38.0063910000001, -122.767393 38.00707400100006, -122.768259 38.00818900000008, -122.7692909999999 38.00933100000009)"
168,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,590.793871583,"LINESTRING (-122.7606039999999 38.0009980000001, -122.761084001 38.00152600000006, -122.7619479999999 38.00230700000002, -122.7628769999999 38.00314300000008, -122.7638179999999 38.00395300000002, -122.7640349999999 38.00416200000004, -122.7640359999999 38.0041450000001)"
169,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,59.2303960927,"LINESTRING (-122.7605579989999 37.99993100000004, -122.7608009999999 38.00030400000007)"
170,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1235.87782308,"LINESTRING (-122.7605099999999 37.99987100000006, -122.760188999 37.99945800000008, -122.759736001 37.99889600000004, -122.758813 37.99807700000008, -122.7574699999999 37.99694100000013, -122.7568909999999 37.99647599999999, -122.7557839999999 37.99546900000011, -122.754757 37.99459300000008, -122.754101 37.99411099900004, -122.753600999 37.9937020000001, -122.7531789999999 37.9933290000001)"
171,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,86.5833428246,"LINESTRING (-122.759949 38.00009300000005, -122.7603329999999 38.0006260000001)"
172,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,262.769216638,"LINESTRING (-122.76032 37.99701900000006, -122.75967 37.99672700000006, -122.7589169999999 37.99643700000014, -122.7581920009999 37.99622300000008)"
173,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,321.742771676,"LINESTRING (-122.758685999 37.99727900000006, -122.7591140009999 37.99786100000011, -122.7596749999999 37.99857400000005, -122.760081 37.99927000000002)"
174,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,715.555361242,"LINESTRING (-122.759843 37.99990300000005, -122.759183 37.9992870000001, -122.757811 37.99802000000008, -122.7571759999999 37.99736500000009, -122.756356 37.99656200000006, -122.755774 37.99598300000007)"
175,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1111.89407774,"LINESTRING (-122.7584759999999 37.99711200000012, -122.757838 37.99638200000002, -122.757305999 37.99574400000005, -122.7566160009999 37.99501500000013, -122.755745 37.99417500000003, -122.7552689999999 37.99374600000012, -122.755034 37.99357900100003, -122.754851 37.99348800000008, -122.754487 37.99332300000001, -122.754251 37.99313700000007, -122.753882001 37.99283999900009, -122.75332 37.99205100000005, -122.753042 37.99133300000012, -122.7529729999999 37.9907630000001)"
176,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,108.588331035,"LINESTRING (-122.75726 37.99595500000006, -122.7568699999999 37.99579100000008, -122.75651 37.99570300000006, -122.756355 37.99568600000011)"
177,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,346.467650216,"LINESTRING (-122.755694 37.99589000000014, -122.7552209999999 37.99549900000003, -122.754852 37.99520099900006, -122.7544809999999 37.99480800000012, -122.7537129999999 37.99400400000012)"
178,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,116.189174452,"LINESTRING (-122.753739 37.99402300000005, -122.7535519999999 37.99377899900001, -122.7531789999999 37.9933290000001)"
179,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,374.402547915,"LINESTRING (-122.7532050009999 37.9933290000001, -122.7527009999999 37.99278600000013, -122.7520649999999 37.9920940010001, -122.751559 37.99151300000009, -122.751242 37.99117700000014)"
180,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,487.420660492,"LINESTRING (-122.748352 37.98852500100003, -122.749676999 37.98985400000005, -122.7511049999999 37.99120800000004)"
181,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1862.62474613,"LINESTRING (-122.7424799999999 37.9809370000001, -122.741290001 37.97945300000006, -122.740617 37.97869600000003, -122.7399369999999 37.97797500000008, -122.739318 37.97735599900006, -122.738501999 37.97656000000013, -122.737755 37.97579000000005, -122.737194 37.97513400000005, -122.7364419999999 37.97427599900011, -122.735731 37.97349600000004, -122.734752 37.97236100000011, -122.733926 37.97140200000009, -122.7328839999999 37.97014199900005)"
182,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,2350.85487808,"LINESTRING (-122.7244679999999 37.96007000000002, -122.72656 37.96220500000007, -122.727941 37.96354500000012, -122.7289749999999 37.96454100100007, -122.729768 37.96544199900014, -122.730605 37.96649100000013, -122.731245001 37.96702700000009, -122.731769001 37.96748500000008, -122.732508001 37.96825700000011, -122.733213 37.96908799900002, -122.7339559999999 37.97005300000009, -122.7344420009999 37.97090199900006, -122.734992999 37.97173000000002, -122.7365829999999 37.97364200000012)"
183,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,534.872451095,"LINESTRING (-122.730584999 37.96660700000005, -122.7313519999999 37.96799300100009, -122.731775 37.96864600000008, -122.732231 37.96929100000015, -122.7327949999999 37.96996100000006)"
184,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,625.58068867,"LINESTRING (-122.729872 37.96672699900017, -122.7307479999999 37.96862900000009, -122.7312929989999 37.96979700000006, -122.731769001 37.9708970010001)"
185,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,322.323363105,"LINESTRING (-122.72875 37.9643300000001, -122.7288579999999 37.96473600100005, -122.728937 37.96495100000009, -122.7291049999999 37.96529600000007, -122.729428 37.96590000000008, -122.729699 37.96648100000009)"
186,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,2885.83168965,"LINESTRING (-122.713633 37.94777700000009, -122.714615 37.94928000000009, -122.7152539999999 37.95027600000007, -122.7157709999999 37.95106900000015, -122.7161829999999 37.95165599900008, -122.716567999 37.95212200000004, -122.716963 37.95261600000005, -122.717387 37.95315700000001, -122.717639 37.95353200000014, -122.7179069999999 37.95386400000007, -122.718337 37.95423600000005, -122.718808 37.95461600100008, -122.719431999 37.95511699999999, -122.720143 37.95575100000007, -122.7216449999999 37.95705000100006, -122.7230209999999 37.95819200000005, -122.7296650009999 37.96364400000003)"
187,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,169.686864416,"LINESTRING (-122.726659001 37.96155600000003, -122.7268 37.9619040000001, -122.727035999 37.9624150000001, -122.727152 37.96269300000012)"
188,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1542.78421512,"LINESTRING (-122.7161489999999 37.95237300000009, -122.7176809999999 37.95466300000011, -122.71873 37.95615700000008, -122.7193079999999 37.95693300100002, -122.7198710009999 37.95754700000006, -122.720432 37.95809800000006, -122.721015 37.95863000000001, -122.72184 37.95948200000007, -122.723468999 37.96161700000004)"
189,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,363.102172096,"LINESTRING (-122.7174149999999 37.95364600000011, -122.718419 37.95451500100014, -122.7188859999999 37.95491200000001, -122.7197149999999 37.9554630000001)"
190,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1431.29229684,"LINESTRING (-122.710627 37.94496900000013, -122.7124739989999 37.94730599900001, -122.713730001 37.94904800000008, -122.7145500009999 37.95026900000006, -122.7153029999999 37.95136900000004, -122.71591 37.95204700000009, -122.717382 37.95357600000009)"
191,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1248.34205203,"LINESTRING (-122.704898 37.93862100100008, -122.7062440009999 37.94030100000002, -122.7069749999999 37.94119200000004, -122.708001 37.94231500000008, -122.7090389999999 37.94346300000011, -122.709852 37.94446800000008, -122.710494 37.94537399900001, -122.710846001 37.94577700000011, -122.711103999 37.94597200000002)"
192,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1133.63297106,"LINESTRING (-122.698455 37.93331200000003, -122.6996259999999 37.93446900000004, -122.700161 37.93499600000005, -122.700608 37.93535400000009, -122.701213 37.93588400000004, -122.701772 37.93639500000009, -122.702497 37.93703000000007, -122.703113 37.93762300000009, -122.7037079999999 37.93811700000003, -122.704174 37.93847099900005, -122.7053309999999 37.93920800000007)"
193,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,1587.73481795,"LINESTRING (-122.696122 37.92963000000006, -122.697277999 37.93060500000009, -122.697975 37.93123700000009, -122.6986079999999 37.93179900000014, -122.699239 37.93239900000001, -122.6996310009999 37.93281700000008, -122.700101 37.93335600000003, -122.700511 37.93381800000002, -122.7011019999999 37.93442900000009, -122.7016599999999 37.93492700000007, -122.7024139999999 37.93563800000007, -122.70298 37.93630000000007, -122.7035579989999 37.93702400000009, -122.704818001 37.93851700000008)"
194,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,338.390285717,"LINESTRING (-122.700382 37.93289800000012, -122.700693999 37.93329800000007, -122.701013 37.93376600000006, -122.701317 37.93422900000013, -122.701805 37.93501500000006)"
195,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,816.786736826,"LINESTRING (-122.6974889999999 37.92926700000009, -122.6986549999999 37.93037100000001, -122.6992939999999 37.93108100000003, -122.7000859999999 37.93194600000008, -122.700857001 37.93290000000004, -122.7017449999999 37.93397300000002)"
196,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,671.52952721,"LINESTRING (-122.6965569999999 37.92892600000003, -122.697369 37.92956500000004, -122.6985109999999 37.93060200000008, -122.699192 37.931341, -122.6995389999999 37.93181300000008, -122.700072 37.93274300000007)"
197,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,295.089658645,"LINESTRING (-122.6955349999999 37.92750300000013, -122.695816 37.92777600000005, -122.696261 37.92824400000006, -122.6966469999999 37.92870300000008, -122.6968979999999 37.92908400000012, -122.696982001 37.92924500000004)"
198,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,643.842268486,"LINESTRING (-122.693091 37.92079400000004, -122.692582 37.91624900000011)"
199,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,399.360717089,"LINESTRING (-122.688698 37.92053700000004, -122.6908739999999 37.922787)"
200,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,357.08719919,"LINESTRING (-122.6803169999999 37.9115220000001, -122.681134 37.9123959990001, -122.682113 37.91361700000002)"
201,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Well Constrained,283.365879545,"LINESTRING (-122.6752979989999 37.90616800000004, -122.675767 37.90664000100008, -122.6768069999999 37.90778500000003)"
231,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:250,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Moderately Constrained,5382.93529089,"LINESTRING (-123.70482 39.00736200000006, -123.715105999 39.01993300000007, -123.732533 39.03811800000012)"
232,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:250,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Moderately Constrained,7082.06568313,"LINESTRING (-123.6989879999999 39.0102920000001, -123.731247 39.05288700100005)"
233,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:250,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Moderately Constrained,9296.83834604,"LINESTRING (-123.141486999 38.43000700100001, -123.090934999 38.37791200000007)"
234,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:250,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Moderately Constrained,3638.57263007,"LINESTRING (-123.0690150009999 38.35607000000007, -123.0892519999999 38.37619500000007)"
235,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:250,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Moderately Constrained,4679.00711025,"LINESTRING (-123.035663 38.3114630000001, -123.013246 38.28355900000009)"
236,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:250,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Moderately Constrained,1321.64931936,"LINESTRING (-122.9835159999999 38.24765500000007, -122.976309 38.24024500000006)"
