Index,fault,section,age,dip_direct,slip_rate,slip_sense,scale,class,certainty,strike,cooperator,earthquake,ref_id,fault_url,fault_id,section_id,symbology,Shape_Leng,geometry
1155,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,320.726991485,"LINESTRING (-121.756925 37.013633, -121.756119 37.01318800000007, -121.7545230009999 37.01236300000011)"
1156,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,1474.14143558,"LINESTRING (-121.7510499999999 37.01176400000009, -121.750798001 37.01152400000007, -121.7492109999999 37.00912600000002, -121.749069 37.00888500000004, -121.7488729999999 37.00875400000006, -121.748454 37.00844900000003, -121.747781 37.00783399900003, -121.747471 37.0074620000001, -121.747355 37.00713099900007, -121.7472099999999 37.00671200000004, -121.747067 37.00640300000003, -121.7468119999999 37.0060300000001, -121.746304999 37.00545900000007, -121.744190001 37.00282400000003)"
1157,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,209.558942166,"LINESTRING (-121.743822999 37.00234000000007, -121.742699 37.00113400000001)"
1158,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,113.54275692,"LINESTRING (-121.7421969999999 37.00083000000009, -121.741971 37.00052099900004, -121.741802 37.00032400000008, -121.7416879999999 37.00012600000012)"
1159,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,233.966586775,"LINESTRING (-121.739808 37.00167400000007, -121.739634999 37.00123300000013, -121.739459 37.00059200000008, -121.7393699999999 37.00019500000006, -121.7393399999999 37.00004000000008)"
1160,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,680.453148183,"LINESTRING (-121.5693259999999 36.87160000000011, -121.5706719999999 36.87255500000008, -121.57147 36.87318900000009, -121.572257 36.87378600000009, -121.573783 36.87494500000008)"
1161,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,10185.4315143,"LINESTRING (-121.569037 36.87133400000008, -121.567743 36.87036800000003, -121.567052 36.86987200000008, -121.566384 36.86932900000009, -121.565808001 36.86880200000008, -121.5652800009999 36.86841599900004, -121.5646109999999 36.86799300000015, -121.563871 36.86751800000013, -121.563186 36.86708600000002, -121.5626519999999 36.8667370010001, -121.562186999 36.8663750000001, -121.561797 36.86605300100012, -121.561157 36.86561100000006, -121.560414 36.86510600000007, -121.5596779999999 36.86463299900004, -121.559151 36.86431300000005, -121.558704 36.86404400000004, -121.558262 36.86383100000014, -121.557665 36.86348100000004, -121.557065 36.8631100000001, -121.55654 36.86278700000009, -121.5559929999999 36.86242700000004, -121.555237 36.86189200000013, -121.5545049999999 36.86133699900012, -121.5537429989999 36.86072700100005, -121.55314 36.86022000000002, -121.55249 36.85969300100002, -121.55182 36.8591930000001, -121.551141 36.85862900000008, -121.5504010009999 36.85803400000006, -121.549716 36.85742400000011, -121.549089 36.85683500000011, -121.548656 36.8564640000001, -121.548052 36.85601600000015, -121.547426 36.85556700000005, -121.546844 36.8550880000001, -121.546292 36.85460100000004, -121.545819001 36.85417300000008, -121.545195 36.85369500000013, -121.5445429999999 36.85325400000009, -121.543857 36.85279200000012, -121.542982 36.85214000000009, -121.542073 36.85136400000005, -121.541339 36.85074300000016, -121.540669 36.85023500000002, -121.539989 36.84973599900015, -121.539417 36.84933300000008, -121.5389439999999 36.84901700000013, -121.5384049999999 36.84862800000015, -121.5375419999999 36.84795900000005, -121.5366309999999 36.84731400000003, -121.5357289999999 36.8466000000001, -121.5349839999999 36.84598800100015, -121.5342439999999 36.84539900000004, -121.533254 36.84461900100008, -121.531785 36.84349400000006, -121.530741 36.84267699999999, -121.530017 36.84203000000006, -121.52939 36.84145600000006, -121.52874 36.84090500000006, -121.5281859999999 36.84048999900006, -121.5276639999999 36.84008400000004, -121.527225 36.8397270010001, -121.526867999 36.83940300000007, -121.5265439999999 36.83908400000012, -121.526192 36.83881600000009, -121.5259059999999 36.83858600000004, -121.525695 36.83831000000011, -121.5250989999999 36.83788400000005, -121.5244549999999 36.83731900000005, -121.523772 36.83673200000005, -121.523245 36.83627400100001, -121.5226959999999 36.83581400000009, -121.5221279989999 36.83531800000004, -121.521566 36.83494100000004, -121.521042 36.83457500000011, -121.520658 36.83427800000002, -121.5202379999999 36.83397500100002, -121.5197909999999 36.83349300000006, -121.51936 36.83303400000007, -121.5188539989999 36.83258800000008, -121.518338 36.83214100000008, -121.517636 36.8315050000001, -121.51685 36.83086500000007, -121.516281 36.83043700000009, -121.515766 36.83006100000006, -121.515059 36.82961300000004, -121.513831 36.82887200000008, -121.512714 36.82821100000007, -121.511869 36.82761800000003, -121.5107129999999 36.82681600100012, -121.5098299999999 36.82628100000008, -121.5089839989999 36.82575600000011, -121.508098 36.82513100000013, -121.5069549999999 36.82441900100003, -121.505996 36.82380000000014, -121.505067 36.82312400000004, -121.504004 36.82238900100007, -121.5024259999999 36.82139400100009)"
1162,San Andreas fault zone,Santa Cruz Mountains section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,historic Well Constrained,191.189367908,"LINESTRING (-121.502447 36.8213930000001, -121.501105 36.82053500000006)"
1163,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Inferred,401.247139618,"LINESTRING (-121.758602001 37.01134400000004, -121.757677 37.0105140000001, -121.756622 37.00952100000006, -121.756243 37.00916800000012)"
1164,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Inferred,476.942670616,"LINESTRING (-121.758388 37.01231400000003, -121.7575349999999 37.01171499900012, -121.756991999 37.01139800000003, -121.7560569999999 37.01093700000009, -121.7551939999999 37.01052900000008, -121.754915 37.01033000000007)"
1165,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Inferred,392.636614369,"LINESTRING (-121.751018 37.00483300000011, -121.7505129989999 37.00439500000003, -121.74987 37.00387100000012, -121.7491410009999 37.0032580000001, -121.748608 37.00277700000007)"
1166,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Inferred,3623.62132914,"LINESTRING (-121.511021 36.82719400000006, -121.511582 36.82772700000009, -121.5120339999999 36.82803600000003, -121.512548 36.82840600000002, -121.512886999 36.82874200000002, -121.513336 36.82909000000014, -121.513871001 36.82948900100004, -121.514218 36.82982100100001, -121.514646 36.83027000000012, -121.5150379999999 36.8307300000001, -121.515368 36.83110900000005, -121.515779 36.83155800000003, -121.5161869999999 36.83205800000015, -121.516538 36.83242200000009, -121.5169759999999 36.8327750000001, -121.517695 36.8332960000001, -121.518398 36.83378800000011, -121.5189549999999 36.83419900000006, -121.519239 36.8344550000001, -121.519725001 36.8347400000001, -121.520306 36.83510200100006, -121.5207859999999 36.83542400000009, -121.5213189999999 36.83576500000002, -121.522030999 36.83634900000006, -121.522954 36.83710800000014, -121.523927999 36.83795300100012, -121.5247780009999 36.83870600000004, -121.5255009999999 36.8393070000001, -121.526467 36.84005500000007, -121.527452999 36.84082100000012, -121.528221 36.84144300000005, -121.528765 36.84196100000009, -121.5293869989999 36.84250600000006, -121.530095 36.84308800000007, -121.5307729999999 36.84364700100004, -121.5314869999999 36.84419200000013, -121.532212 36.84465000000008, -121.532814 36.84499900000006, -121.533283 36.84526100000011, -121.5339189999999 36.8455370000001)"
1167,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,2702.49971374,"LINESTRING (-121.85786 37.06949600000013, -121.860802 37.07174200000002, -121.862313999 37.0730890000001, -121.863813 37.07428900000015, -121.865641 37.07556100000006, -121.867635 37.07691100000005, -121.868794 37.07764700000004, -121.869909 37.07829900000008, -121.871283 37.07935700000013, -121.872601 37.08044000000005, -121.875769001 37.08252799900001)"
1168,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,572.028351,"LINESTRING (-121.8752489999999 37.08006800000005, -121.8746129999999 37.07951400000005, -121.873467 37.07866900000012, -121.8714599999999 37.077305)"
1169,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,711.786867551,"LINESTRING (-121.86831 37.07855500000009, -121.866587 37.07702800000011, -121.865052 37.07560700000009, -121.864649 37.07516100000011, -121.8645169999999 37.07495900000009, -121.8643499999999 37.07458899900011)"
1170,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,2430.75452475,"LINESTRING (-121.865255 37.07734100000011, -121.8624989999999 37.07458600100009, -121.8609289989999 37.07315700000011, -121.8592819999999 37.07201600000005, -121.857332 37.07083700000003, -121.855625 37.0696510000001, -121.8539469989999 37.06835100000015, -121.8521019999999 37.06704800000005, -121.8494190009999 37.06545800000008)"
1171,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,2869.9004701,"LINESTRING (-121.8621409999999 37.07721500000002, -121.858256999 37.07379000000004, -121.855487001 37.07155100000006, -121.853316 37.07004100000005, -121.850418 37.06831600000008, -121.847478 37.06657000000013, -121.844899 37.06494600000007, -121.8426889999999 37.06384900000013)"
1172,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1394.50899299,"LINESTRING (-121.860145 37.08558400000002, -121.858759 37.08507800000005, -121.8559500009999 37.08381199900006, -121.8526859999999 37.08215700000004, -121.849518 37.08033000000012)"
1173,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,2641.67712847,"LINESTRING (-121.8562489989999 37.08467199900013, -121.8544179989999 37.08398500100003, -121.852671 37.08331000000006, -121.850487 37.08213600000004, -121.848415 37.08081100000003, -121.846112 37.07933200000007, -121.8449340009999 37.07867000000003, -121.8436579999999 37.07807600100009, -121.8420629999999 37.0772030000001, -121.8396500009999 37.07559200000003, -121.837711 37.07437499900003, -121.836795 37.07395800000004)"
1174,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,2777.33561834,"LINESTRING (-121.833158 37.05988100000009, -121.837937 37.06375600000009, -121.839348 37.06479200100008, -121.841031 37.0659070000001, -121.843432 37.06766700000005, -121.846466 37.06982500000002, -121.848624 37.07118100000004, -121.851504 37.07334900000009)"
1175,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1944.18723452,"LINESTRING (-121.85103 37.07072799900006, -121.8449579989999 37.06676200000005, -121.8422859999999 37.06500400000005, -121.8404819999999 37.06401799900007, -121.8388919989999 37.06334900000012, -121.836823001 37.0628250000001)"
1176,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1122.47007339,"LINESTRING (-121.8494579999999 37.07965300000014, -121.8460029999999 37.07799000000016, -121.844725999 37.07736000000008, -121.843257001 37.07661400000012, -121.841888 37.07587200100004, -121.840877 37.07543400000002)"
1177,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,464.975353397,"LINESTRING (-121.8453739999999 37.07769900000009, -121.844727 37.07649400000005, -121.8442449999999 37.07565600000002, -121.843706 37.0746440010001)"
1178,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,342.828275615,"LINESTRING (-121.843626001 37.07516800000019, -121.842732 37.07467400000006, -121.842159 37.0743870000001, -121.8410189999999 37.07386300000007)"
1179,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,525.749148752,"LINESTRING (-121.8424210009999 37.06291600000009, -121.840918 37.06191400000013, -121.838724 37.06057200000006)"
1180,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,340.410307138,"LINESTRING (-121.840849 37.07467100000015, -121.839433 37.07418600000012, -121.8388209999999 37.07399500000005, -121.838007 37.07377400000008)"
1181,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1057.73285224,"LINESTRING (-121.838203 37.07228100000007, -121.836316 37.07135100000005, -121.8344430009999 37.07050500000002, -121.83303 37.06979199900007, -121.831603 37.06905700000011, -121.830037 37.06841400000014)"
1182,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,4207.88072752,"LINESTRING (-121.8090729999999 37.04487300000004, -121.813149001 37.0475370000001, -121.814736 37.0488210000001, -121.816072 37.04972000000005, -121.8171519999999 37.05045200000012, -121.819111 37.05182400000006, -121.8208269999999 37.05281500000006, -121.82259 37.05364399900001, -121.8243659999999 37.05469200000007, -121.827111001 37.05716900000007, -121.831591 37.06157000000007, -121.833567999 37.06374800000003, -121.834595 37.06496600000006, -121.835312 37.06616900000008)"
1183,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,4424.71730297,"LINESTRING (-121.80127 37.0439330000001, -121.804539 37.04502100100004, -121.806849001 37.04606400000011, -121.809924 37.04778100000001, -121.8132379999999 37.04975000000014, -121.8151959999999 37.0510740000001, -121.816712 37.0523210000001, -121.8187149999999 37.05392400000002, -121.822704001 37.05696800000001, -121.8264339999999 37.05993000000012, -121.828404999 37.06160200000004, -121.8291639999999 37.06214000000013, -121.829912 37.06258800000008, -121.8308009989999 37.06324900000003, -121.83157 37.06405000100012)"
1184,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,313.720319842,"LINESTRING (-121.8288609999999 37.067799001, -121.828064 37.0670400000001, -121.827629 37.06664500000015, -121.8269949999999 37.06611500000004)"
1185,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1301.93623326,"LINESTRING (-121.825265 37.05311600000015, -121.8195630009999 37.05021000000004, -121.815502 37.04797900000015)"
1186,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,510.004632653,"LINESTRING (-121.8225359989999 37.05316300000003, -121.821257001 37.05220800000007, -121.8197279999999 37.05106300000009, -121.819211 37.05064800000007)"
1187,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,342.019102328,"LINESTRING (-121.8177829999999 37.05204800000004, -121.8170080009999 37.05149900000006, -121.816678 37.05122500000009, -121.816262 37.05081300100002, -121.815949 37.05039600000001, -121.815835 37.05018500000011)"
1188,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1353.54802386,"LINESTRING (-121.8167589989999 37.05562800000009, -121.816221 37.0547590000001, -121.814956 37.05311400100003, -121.813149001 37.05114300100007, -121.81164 37.04987500100004, -121.810028 37.0488640000001, -121.809118999 37.04820900000011)"
1189,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,587.281704602,"LINESTRING (-121.8105559989999 37.05227600000008, -121.80982 37.05078800000012, -121.808683 37.04834000000008)"
1190,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,651.041272165,"LINESTRING (-121.8077289989999 37.05378900000001, -121.806473 37.05317300100006, -121.8056569999999 37.05281800000008, -121.8047749999999 37.05248000000011, -121.802489 37.05174100000002)"
1191,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1123.95388729,"LINESTRING (-121.805695 37.04002100000001, -121.802137 37.03835299900009, -121.801307 37.03804300000004, -121.80054 37.03763299900009, -121.799029 37.03674300000012, -121.7971429999999 37.03575900000005)"
1192,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1828.35423909,"LINESTRING (-121.803976 37.04856300000012, -121.803281999 37.04745700100008, -121.8030409999999 37.04687600000003, -121.8024689999999 37.04559700000002, -121.801745 37.0445380000001, -121.800579 37.04320200000005, -121.7986529999999 37.04123400000002, -121.794812 37.03784400000013)"
1193,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,1009.39310477,"LINESTRING (-121.8030159999999 37.04110900000013, -121.799380001 37.03871800000014, -121.7976820009999 37.03758700000009, -121.796103 37.03642800000011)"
1194,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,475.832647864,"LINESTRING (-121.802131999 37.04163200000009, -121.800086 37.03975800000005, -121.799380001 37.03902300000011)"
1195,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,881.099254605,"LINESTRING (-121.7992659999999 37.03864500000003, -121.797813 37.0382530000001, -121.7953659999999 37.03739300000009, -121.793365 37.03659200000008, -121.792487 37.03616000000008, -121.79215 37.03593699900009)"
1196,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,832.293660772,"LINESTRING (-121.798728 37.03694899900006, -121.7976859999999 37.03669200000007, -121.796993 37.03644199900005, -121.796503 37.03618700100004, -121.7955809999999 37.0359070000001, -121.7917359999999 37.03488099900004)"
1197,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,2491.69559208,"LINESTRING (-121.784788 37.03044700000005, -121.7874349999999 37.03286600000012, -121.789651 37.03511400000011, -121.7915829989999 37.03713600000005, -121.7938239999999 37.03987499900013, -121.7975199999999 37.04507700100007)"
1198,San Andreas fault zone,Santa Cruz Mountains section,latest Quaternary,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N49Â°W,California Geological Survey,San Francisco earthquake,1d,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=d,1,d,latest Quaternary Moderately Constrained,936.176469421,"LINESTRING (-121.7889269999999 37.03964900000014, -121.7911159989999 37.04034100000013, -121.792143 37.04069600000007, -121.7926199999999 37.0409060010001, -121.794299 37.04183600000007, -121.796141 37.04299800000008)"
